#size, naive_check, naive_add, strassen_check, strassen_add
4 1.12909072397 1.12909072397 1.11979270404 1.11857698905
8 1.05014494068 1.14928279066 1.10381552361 1.1877499651
16 1.0645379108 1.18827141293 1.13160082853 1.30756964264
