#location value, score average at location, score std error at location, number of data points, score median at location, median of all scores, average timeCount (number of fallible operations executed), average failCount (number of fallible operations that actually failed),
36.0 2.700020626233348E-24 1.5118779443671488E-24 175 2.9512325074149405E-30 1.504417421250337E-11 35.0 1.0
35.0 9.122491840010919E-25 8.191142023413669E-25 158 2.825208826859007E-29 1.504417421250337E-11 34.0 1.0
34.0 0.0012726614164660765 0.001071539862657747 323 2.857664475939357E-26 1.504417421250337E-11 33.4922600619195 1.0
33.0 3.928895914171355E-24 1.1735491155681007E-24 344 5.631198939549655E-29 1.504417421250337E-11 32.0 1.0
32.0 2.1231282693339005E-23 2.1017100007653768E-23 359 1.0706674620943721E-29 1.504417421250337E-11 31.0 1.0
31.0 7.787325038013293E-4 6.073040333587462E-4 502 1.5494826060570447E-26 1.504417421250337E-11 30.284860557768923 1.0
30.0 4.842166261552104E-20 2.5967932271514864E-20 498 3.5653954653003228E-28 1.504417421250337E-11 29.0 1.0
29.0 6.728851996411701E-17 2.8908535572329215E-17 494 3.0000210886963975E-29 1.504417421250337E-11 28.0 1.0
28.0 5.453630731008791E-4 4.7257297993481037E-4 536 2.202900798504912E-24 1.504417421250337E-11 27.07276119402985 1.0
27.0 1.3843713648291671E-17 7.855667433464809E-18 530 1.03123561494278E-25 1.504417421250337E-11 26.0 1.0
26.0 1.7317775700617637E-16 5.412661629756155E-17 527 4.274257877318267E-27 1.504417421250337E-11 25.0 1.0
25.0 6.513808735696844E-4 5.103292263161546E-4 558 2.035264639391717E-24 1.504417421250337E-11 24.055555555555557 1.0
24.0 1.2440262969810479E-17 4.442952705655342E-18 555 9.741662937504461E-26 1.504417421250337E-11 23.0 1.0
23.0 2.172735744673576E-16 1.4458535908174667E-16 555 7.496249895369079E-28 1.504417421250337E-11 22.0 1.0
22.0 4.8864186811492603E-17 2.1832698547184915E-17 559 6.706621723896459E-27 1.504417421250337E-11 21.001788908765654 1.0
21.0 2.1405639848628783E-17 9.441266143422669E-18 557 1.1014875013208025E-26 1.504417421250337E-11 20.0 1.0
20.0 2.365804069828051E-17 7.069195923274969E-18 557 1.5886014957258518E-28 1.504417421250337E-11 19.0 1.0
19.0 1.7009629820797004E-17 7.766027737358778E-18 557 8.15359337161333E-29 1.504417421250337E-11 18.001795332136446 1.0
18.0 8.070171777926651E-18 5.20861124807261E-18 557 3.4364736910085854E-26 1.504417421250337E-11 17.0 1.0
17.0 3.3462674474513156E-17 1.1051329770336088E-17 558 3.996634454923855E-26 1.504417421250337E-11 16.0 1.0
16.0 9.808286501294097E-18 3.986169859980957E-18 558 3.5769380520596877E-28 1.504417421250337E-11 15.001792114695341 1.0
15.0 3.8122741547914174E-18 1.8180153782955152E-18 558 5.476171307046128E-25 1.504417421250337E-11 14.0 1.0
14.0 1.0368905139493762E-18 3.9552811150521065E-19 558 1.1139614835925205E-26 1.504417421250337E-11 13.0 1.0
13.0 1.504417421250337E-11 5.438182180130825E-12 558 2.707025625801063E-18 1.504417421250337E-11 12.0 1.0
12.0 1.6027837559767787E-11 7.362256780468167E-12 558 4.888813936123285E-19 1.504417421250337E-11 11.0 1.0
11.0 3.357912802700669E-9 6.604673469675102E-10 558 2.788476811505587E-18 1.504417421250337E-11 10.0 1.0
10.0 1.4038734802228371E-9 3.527832272276472E-10 557 2.4127194204431087E-15 1.504417421250337E-11 9.0 1.0
9.0 1.0587575842936833E-10 5.7520994471737676E-11 558 5.4984702274874255E-15 1.504417421250337E-11 8.0 1.0
8.0 4.460184328007406E-9 2.2810245605128277E-9 558 8.262863358288003E-13 1.504417421250337E-11 7.0 1.0
7.0 1.3130773798284205E-9 3.7080090253917656E-10 558 2.718176141316919E-13 1.504417421250337E-11 6.0 1.0
6.0 1.2321093319972066E-10 6.453400399408877E-11 558 5.567217492464005E-17 1.504417421250337E-11 5.0 1.0
5.0 5.363880325581002E-4 1.2479318880446926E-4 558 1.1149563046404446E-7 1.504417421250337E-11 4.0 1.0
4.0 6.093765514287213E-4 1.1987763205533822E-4 558 1.573767907857238E-7 1.504417421250337E-11 3.0 1.0
3.0 0.061402805819178945 0.007010696695536384 558 3.041340319334915E-4 1.504417421250337E-11 2.0 1.0
2.0 0.0338969376510861 0.005598923153681974 558 8.042527749631195E-9 1.504417421250337E-11 1.0 1.0
1.0 0.014517746217074846 0.0035041997364003152 558 5.483031378027428E-16 1.504417421250337E-11 0.0 1.0
37.0 9.106589583978966E-4 5.992613093117842E-4 151 3.355508974757504E-29 1.504417421250337E-11 37.0 1.0
40.0 0.003730556440022263 0.002669714934181089 32 4.991375219165785E-28 1.504417421250337E-11 40.0 1.0
